ID,texte,titre,categorie,urgence,temps_resolution,type_ticket,nb_mots,text_full
7 503,problème démarrage du poste,problème démarrage du poste,Impressions Scanner Request,Basse,34.23,Incident,4,problème démarrage du poste problème démarrage du poste
7 578,demande de création compte ad_belamghari ilham,demande de création compte ad_belamghari ilham,Autre,Basse,4.65,Demande,6,demande de création compte ad_belamghari ilham demande de création compte ad_belamghari ilham
7 530,demande de donner l'accès au partage indus pub lecture et écriture,demande de donner l'accès au partage indus pub lecture et écriture,Accès au partage,Basse,8.55,Demande,11,demande de donner l'accès au partage indus pub lecture et écriture demande de donner l'accès au partage indus pub lecture et écriture
7 166,demande de créer le projet largactil_cp_2025 sweft,demande de créer le projet largactil_cp_2025 sweft,Création de projet,Basse,5.825,Demande,7,demande de créer le projet largactil_cp_2025 sweft demande de créer le projet largactil_cp_2025 sweft
7 495_dup_11,probleme d'excel abderrahim meziouri,probleme d'excel abderrahim meziouri,Autre,Moyenne,3.43,Incident,4,probleme d'excel abderrahim meziouri probleme d'excel abderrahim meziouri
7 195,regule débloqué mon compte uv 365,regule débloqué mon compte uv 365,Activation compte HTDS de UV365,Basse,9.23,Demande,6,regule débloqué mon compte uv 365 regule débloqué mon compte uv 365
6 973_dup_9,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 647_dup_9,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad,Autre,Moyenne,0.58,Incident,12,problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad problème d'accès ã hfm_https hfm cdg ma workspace index jsp labazi saad
7 256_dup_39,problèmes de connexion,problèmes de connexion,Bureautique/Incident,Haute,151.17,Incident,3,problèmes de connexion problèmes de connexion
7 159_dup_6,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
7 312_dup_6,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 544_dup_4,completer la configuration du nouveau laptop de mohcine ouajji compléter la configuration du nouveau laptop destiné ã m mohcine,completer la configuration du nouveau laptop de mohcine ouajji,Autre,Moyenne,47.45,Incident,19,completer la configuration du nouveau laptop de mohcine ouajji completer la configuration du nouveau laptop de mohcine ouajji compléter la configuration du nouveau laptop destiné ã m mohcine
6 973_dup_38,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
7 392_dup_7,téléphone fixe hors service,téléphone fixe hors service,Applications,Haute,44.27,Incident,4,téléphone fixe hors service téléphone fixe hors service
7 129,régularisation demande de créer le projet primalan cp pour 2025,régularisation demande de créer le projet primalan cp pour 2025,Création de projet,Basse,5.825,Demande,10,régularisation demande de créer le projet primalan cp pour 2025 régularisation demande de créer le projet primalan cp pour 2025
7 342,dysfonctionnement tablette trdis,dysfonctionnement tablette trdis,Matériel/Incident,Basse,61.48,Incident,3,dysfonctionnement tablette trdis dysfonctionnement tablette trdis
7 670_dup_10,problème boite outlook pour benmoussa deyaa problème boite outlook benmoussa deyaa,problème boite outlook pour benmoussa deyaa,Activation office,Moyenne,5.825,Incident,11,problème boite outlook pour benmoussa deyaa problème boite outlook pour benmoussa deyaa problème boite outlook benmoussa deyaa
7 576,problème imprimante ma15,problème imprimante ma15,Impressions & Scanner/Incident,Basse,0.45,Incident,3,problème imprimante ma15 problème imprimante ma15
7 245,demande de crée cortancyl cp et rodogyl cp,demande de crée cortancyl cp et rodogyl cp,Création de projet,Basse,5.825,Demande,8,demande de crée cortancyl cp et rodogyl cp demande de crée cortancyl cp et rodogyl cp
7 473_dup_1,demande accès réseau de partage pv sara tebaa,demande accès réseau de partage pv sara tebaa,Autre,Moyenne,9.2,Demande,8,demande accès réseau de partage pv sara tebaa demande accès réseau de partage pv sara tebaa
7 487,dysfonctionnement du téléphone fixe,dysfonctionnement du téléphone fixe,Applications,Basse,29.62,Incident,4,dysfonctionnement du téléphone fixe dysfonctionnement du téléphone fixe
7 399,réinstallation des appareils téléphoniques,réinstallation des appareils téléphoniques,Utilitaires/Request,Basse,35.33,Demande,4,réinstallation des appareils téléphoniques réinstallation des appareils téléphoniques
7 670_dup_7,problème boite outlook pour benmoussa deyaa problème boite outlook benmoussa deyaa,problème boite outlook pour benmoussa deyaa,Activation office,Moyenne,5.825,Incident,11,problème boite outlook pour benmoussa deyaa problème boite outlook pour benmoussa deyaa problème boite outlook benmoussa deyaa
7 333_dup_5,problème de téléphonie-coupures réseau,problème de téléphonie-coupures réseau,Applications,Moyenne,23.35,Incident,4,problème de téléphonie-coupures réseau problème de téléphonie-coupures réseau
7 312_dup_47,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 040,demande de création d'un compte active directory pour essefiani hajar,demande de création d'un compte active directory pour essefiani hajar,Autre,Basse,31.17,Demande,10,demande de création d'un compte active directory pour essefiani hajar demande de création d'un compte active directory pour essefiani hajar
7 672_dup_8,problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi,problème de okta pour kawtar zraidi,MDP CFAO,Moyenne,5.825,Incident,12,problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi problème de okta pour kawtar zraidi
7 165,demande de voir les performance du laptop de la stagiaire qui est chez amal,demande de voir les performance du laptop de la stagiaire qui est chez amal,Desktop/Request,Basse,19.72,Demande,14,demande de voir les performance du laptop de la stagiaire qui est chez amal demande de voir les performance du laptop de la stagiaire qui est chez amal
7 495_dup_6,probleme d'excel abderrahim meziouri,probleme d'excel abderrahim meziouri,Autre,Moyenne,3.43,Incident,4,probleme d'excel abderrahim meziouri probleme d'excel abderrahim meziouri
6 975,demande de création compte ad pour bouhnas hajar,demande de création compte ad pour bouhnas hajar,Création compte AD,Basse,12.38,Demande,8,demande de création compte ad pour bouhnas hajar demande de création compte ad pour bouhnas hajar
7 298,probleme imprimantes ma16 et ma15 sont ã l'arrêt,probleme imprimantes ma16 et ma15 sont ã l'arrêt,Impressions & Scanner/Incident,Basse,35.7,Incident,8,probleme imprimantes ma16 et ma15 sont ã l'arrêt probleme imprimantes ma16 et ma15 sont ã l'arrêt
7 596_dup_4,problème suite office excel ali chadli,problème suite office excel ali chadli,Bureautique/Incident,Moyenne,1.18,Incident,6,problème suite office excel ali chadli problème suite office excel ali chadli
7 590,probème accès fichier partage ''qualité supply chain 2'',probème accès fichier partage ''qualité supply chain 2'',Accès au partage,Basse,5.98,Incident,8,probème accès fichier partage ''qualité supply chain 2'' probème accès fichier partage ''qualité supply chain 2''
7 656_dup_4,demande d'activation section partage validation analytique driss el bekkali,demande d'activation section partage validation analytique driss el bekkali,Autre,Moyenne,5.825,Demande,9,demande d'activation section partage validation analytique driss el bekkali demande d'activation section partage validation analytique driss el bekkali
7 663_dup_5,mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier,mot de passe cfao réinitialisé pour céline fournier,MDP CFAO,Moyenne,5.825,Demande,16,mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier mot de passe cfao réinitialisé pour céline fournier
7 104,demande de réinitialisation mot de passe sap,demande de réinitialisation mot de passe sap,Compte SAP,Basse,5.825,Demande,7,demande de réinitialisation mot de passe sap demande de réinitialisation mot de passe sap
7 312_dup_7,imprimante hors connexion,imprimante hors connexion,Impressions & Scanner/Incident,Haute,39.5,Incident,3,imprimante hors connexion imprimante hors connexion
7 676_dup_14,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir,installation microsoft office 365 via laptop de ghafir el idrissi el bachir,Autre,Moyenne,5.825,Incident,24,installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir installation microsoft office 365 via laptop de ghafir el idrissi el bachir
7 489_dup_7,probléme d'accés odoo,probléme d'accés odoo,Applications,Moyenne,5.95,Incident,3,probléme d'accés odoo probléme d'accés odoo
6 973_dup_30,probleme de connexion wifi maphoffice off site ainsebaa,probleme de connexion wifi maphoffice off site ainsebaa,Laptop/Request,Haute,13.33,Incident,8,probleme de connexion wifi maphoffice off site ainsebaa probleme de connexion wifi maphoffice off site ainsebaa
6 939,demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa,demande de changement de bande,Changement de bande,Basse,0.93,Demande,31,demande de changement de bande demande de changement de bande description demande de changement de bande nom de l'application matériels bande inf supp détaillé bande téléphone emplacement et numéro de bureau site zenata ou ain sebaa
7 159_dup_10,probleme accès ã ma base documentaire juridique editions francis lefebvre,probleme accès ã ma base documentaire juridique editions francis lefebvre,Applications,Haute,98.92,Incident,10,probleme accès ã ma base documentaire juridique editions francis lefebvre probleme accès ã ma base documentaire juridique editions francis lefebvre
6 982,demande de création compte ad pour mm ouardi mouhcine,demande de création compte ad pour mm ouardi mouhcine,Création compte AD,Basse,10.48,Demande,9,demande de création compte ad pour mm ouardi mouhcine demande de création compte ad pour mm ouardi mouhcine
7 675,compte windows est verrouillé pour amal lamsoundi compte windows est déverrouillé pour amal lamsoundi,compte windows est verrouillé pour amal lamsoundi,Autre,Moyenne,5.825,Incident,14,compte windows est verrouillé pour amal lamsoundi compte windows est verrouillé pour amal lamsoundi compte windows est déverrouillé pour amal lamsoundi
